contract number,client enterprise,contract date
CSE0015577,Samsung,2022-4-17
CSE0015578,Merck,2024-8-24
CSE0015579,Lucent Technologies,2024-4-8
CSE0015580,Mitsui,2019-6-6
CSE0015581,Costco Wholesale,2022-7-21
CSE0015582,Toyota Motor,2022-3-10
CSE0015583,SK,2022-10-25
CSE0015584,Chengdu AIG,2023-1-22
CSE0015585,Peugeot,2017-3-3
CSE0015586,Motorola,2020-10-26
CSE0015587,Berkshire Hathaway,2019-2-12
CSE0015588,USX,2016-12-11
CSE0015589,Bank of America Corp.,2023-10-23
CSE0015590,Zurich Financial Services,2016-2-21
CSE0015591,Verizon Communications,2016-1-18
CSE0015592,Robert Bosch,2018-9-7
CSE0015593,Ford Motor,2020-5-20
CSE0015594,Zurich Financial Services,2022-9-25
CSE0015595,Johnson & Johnson,2017-2-28
CSE0015596,General Electric,2024-1-27
CSE0015597,China Merchants Bank,2017-2-8
CSE0015598,Seng Fung,2021-6-19
CSE0015599,Tokyo Electric Power,2020-11-29
CSE0015600,Motorola,2022-5-15
CSE0015601,J.C. Penney,2022-3-24
CSE0015602,Credit Suisse,2021-1-19
CSE0015603,Allianz,2023-2-15
CSE0015604,BNP Paribas,2023-1-27
CSE0015605,Ing Group,2023-8-11
CSE0015606,Dynegy,2020-3-12
CSE0015607,Freddie Mac,2020-5-20
CSE0015608,General Electric,2016-2-27
CSE0015609,Samsung Electronics,2021-2-3
CSE0015610,Rwe Group,2024-3-17
CSE0015611,SBC Communications,2016-6-1
CSE0015612,Nestlиж,2016-7-12
CSE0015613,Carrefour,2019-12-29
CSE0015614,Pinduoduo,2023-1-5
CSE0015615,Nestlиж,2022-12-31
CSE0015616,Santander Central Hispano Group,2023-2-18
CSE0015617,Freddie Mac,2018-6-4
CSE0015618,Future Bright Group,2017-1-12
CSE0015619,Allstate,2024-5-9
CSE0015620,Renault,2017-11-5
CSE0015621,Sears Roebuck,2019-11-23
CSE0015622,China Electronics Technology Group Corporation,2020-5-7
CSE0015623,Lucent Technologies,2016-6-26
CSE0015624,Zurich Financial Services,2023-11-23
CSE0015625,Fortis,2020-7-25
CSE0015626,Nissan Motor,2024-9-25
CSE0015627,Nippon Telegraph & Telephone,2022-9-27
CSE0015628,Delphi Automotive Systems,2023-10-31
CSE0015629,Fujitsu,2022-5-15
CSE0015630,Kroger,2016-5-29
CSE0015631,Meituan,2024-11-27
CSE0015632,Nippon Telegraph & Telephone,2023-1-8
CSE0015633,Mitsui,2022-10-21
CSE0015634,Kmart,2020-6-5
CSE0015635,Kmart,2020-10-25
CSE0015636,Pfizer,2017-1-2
CSE0015637,L.M. Ericsson,2016-10-15
CSE0015638,Thyssen Krupp,2017-12-21
CSE0015639,Deutsche Telekom,2017-2-11
CSE0015640,American International Group,2022-10-6
CSE0015641,Honda Motor,2022-2-26
CSE0015642,BASF,2020-10-24
CSE0015643,China North Industries Group Corporation,2019-4-30
CSE0015644,McKesson HBOC,2017-2-7
CSE0015645,Allstate,2017-6-15
CSE0015646,PDVSA,2016-12-2
CSE0015647,E.I. du Pont de Nemours,2025-3-11
CSE0015648,Koninklijke Ahold,2022-2-12
CSE0015649,Tokyo Electric Power,2024-6-7
CSE0015650,NEC,2021-10-19
CSE0015651,Dell Computer,2021-6-20
CSE0015652,U.S. Postal Service,2018-5-16
CSE0015653,Rwe Group,2017-7-12
CSE0015654,Credit Suisse,2017-5-31
CSE0015655,UBS,2021-11-29
CSE0015656,Merck,2017-5-15
CSE0015657,Vivendi Universal,2023-8-29
CSE0015658,Johnson & Johnson,2019-10-15
CSE0015659,Santander Central Hispano Group,2020-6-28
CSE0015660,Deutsche Bank,2020-11-19
CSE0015661,HSBC Holdings,2022-9-27
CSE0015662,Merck,2019-5-30
CSE0015663,Kmart,2020-9-23
CSE0015664,Sinopec,2024-4-20
CSE0015665,Metro,2018-8-9
CSE0015666,DaimlerChrysler,2016-1-29
CSE0015667,PDVSA,2023-5-23
CSE0015668,Bank of America Corp.,2024-4-14
CSE0015669,Goldman Sachs Group,2020-1-13
CSE0015670,BMW,2020-12-14
CSE0015671,France Tижlижcom,2023-8-8
CSE0015672,Sina,2017-11-27
CSE0015673,Goldman Sachs Group,2019-9-1
CSE0015674,Baidu,2023-10-19
CSE0015675,Mitsubishi Electric,2024-9-15
CSE0015676,Agricultural Bank of China,2020-5-20
CSE0015677,Huawei,2019-2-2
CSE0015678,OPPO,2018-5-22
CSE0015679,Fiat,2022-9-17
CSE0015680,Dai-ichi Mutual Life Insurance,2020-5-10
CSE0015681,U.S. Postal Service,2023-3-24
CSE0015682,Prudential,2022-12-21
CSE0015683,Fortis,2016-1-23
CSE0015684,Sinopec,2021-5-17
CSE0015685,Deutsche Bank,2020-10-23
CSE0015686,Alibaba,2023-8-9
CSE0015687,Nissan Motor,2018-5-18
CSE0015688,Duke Energy,2016-6-4
CSE0015689,SBC Communications,2016-5-19
CSE0015690,United Parcel Service,2016-6-25
CSE0015691,Kroger,2021-5-18
CSE0015692,Unilever,2024-5-8
CSE0015693,MiHoYo,2023-11-15
CSE0015694,Chevron,2024-7-27
CSE0015695,Zurich Financial Services,2017-8-27
CSE0015696,Intel,2017-4-28
CSE0015697,United Parcel Service,2024-8-30
CSE0015698,Pinduoduo,2020-5-12
CSE0015699,Bank of America Corp.,2024-3-3
CSE0015700,Tencent,2020-12-8
CSE0015701,Bank of America Corp.,2018-9-9
CSE0015702,Duke Energy,2024-2-26
CSE0015703,Koninklijke Ahold,2018-11-23
CSE0015704,Toyota Motor,2019-12-28
CSE0015705,Royal Bank of Scotland,2022-1-19
CSE0015706,Nissho Iwai,2017-10-3
CSE0015707,Duke Energy,2021-1-10
CSE0015708,Dynegy,2020-12-20
CSE0015709,Alcatel,2018-1-14
CSE0015710,Sinopec,2017-8-4
CSE0015711,Intel,2022-1-22
CSE0015712,Foxconn,2020-6-29
CSE0015713,Electricite De France,2017-9-6
CSE0015714,Unilever,2023-11-20
CSE0015715,Nippon Telegraph & Telephone,2019-5-1
CSE0015716,Home Depot,2023-9-30
CSE0015717,Samsung,2025-3-12
CSE0015718,Rwe Group,2019-8-2
CSE0015719,Goldman Sachs Group,2023-7-14
CSE0015720,Bank Of China,2021-11-10
CSE0015721,Marubeni,2018-9-11
CSE0015722,Future Bright Group,2024-10-3
CSE0015723,Crижdit Agricole,2024-4-9
CSE0015724,Future Bright Group,2018-6-11
CSE0015725,NEC,2021-8-19
CSE0015726,Mitsubishi Motors,2019-11-21
CSE0015727,PDVSA,2016-1-7
CSE0015728,Pinduoduo,2018-12-8
CSE0015729,NEC,2016-5-23
CSE0015730,Bank of America Corp.,2020-7-14
CSE0015731,Robert Bosch,2022-5-17
CSE0015732,BMW,2018-9-28
CSE0015733,China Merchants Bank,2017-9-9
CSE0015734,Assicurazioni Generali,2025-1-17
CSE0015735,Fannie Mae,2023-8-20
CSE0015736,J.P. Morgan Chase,2023-7-23
CSE0015737,Tesco,2017-3-26
CSE0015738,USX,2016-6-30
CSE0015739,Prudential,2022-7-8
CSE0015740,Rwe Group,2022-4-18
CSE0015741,Philip Morris,2022-7-1
CSE0015742,Itochu,2020-7-27
CSE0015743,WorldCom,2024-5-8
CSE0015744,Sinopec,2017-10-31
CSE0015745,Fujitsu,2024-3-2
CSE0015746,Total Fina Elf,2024-9-23
CSE0015747,Ford Motor,2024-2-6
CSE0015748,Pemex,2020-11-25
CSE0015749,Sina,2018-1-13
CSE0015750,Hyundai,2017-3-24
CSE0015751,U.S. Postal Service,2022-12-29
CSE0015752,China Merchants Bank,2022-9-8
CSE0015753,Ingram Micro,2020-1-25
CSE0015754,Berkshire Hathaway,2018-10-10
CSE0015755,Dynegy,2019-6-9
CSE0015756,Freddie Mac,2020-6-26
CSE0015757,SBC Communications,2016-12-16
CSE0015758,E.I. du Pont de Nemours,2019-9-5
CSE0015759,UBS,2016-12-7
CSE0015760,Volkswagen,2018-1-3
CSE0015761,MetLife,2022-6-13
CSE0015762,HypoVereinsbank,2021-1-10
CSE0015763,Santander Central Hispano Group,2019-3-13
CSE0015764,AT&T,2021-12-29
CSE0015765,Goldman Sachs Group,2018-2-28
CSE0015766,Nissan Motor,2023-8-6
CSE0015767,Prudential,2023-7-15
CSE0015768,Intl. Business Machines,2016-7-1
CSE0015769,Lucent Technologies,2017-12-5
CSE0015770,Tencent,2016-10-29
CSE0015771,Peugeot,2021-1-3
CSE0015772,HypoVereinsbank,2021-5-5
CSE0015773,DaimlerChrysler,2017-6-20
CSE0015774,Nestlиж,2023-11-20
CSE0015775,Sony,2024-3-12
CSE0015776,Siemens,2022-4-5
CSE0015777,Nestlиж,2022-8-4
CSE0015778,Reliant Energy,2025-1-15
CSE0015779,Nippon Telegraph & Telephone,2023-8-25
CSE0015780,Exxon Mobil,2022-3-3
CSE0015781,Dai-ichi Mutual Life Insurance,2019-12-2
CSE0015782,Reliant Energy,2022-2-10
CSE0015783,Royal Dutch-Shell Group,2024-6-29
CSE0015784,Deutsche Bank,2017-9-14
CSE0015785,Metro,2024-7-25
CSE0015786,Royal Philips Electronics,2016-1-28
CSE0015787,Meituan,2020-7-8
CSE0015788,Mitsubishi Motors,2023-10-25
CSE0015789,Mizuho Holdings,2021-7-2
CSE0015790,Safeway,2020-9-16
CSE0015791,Thyssen Krupp,2019-4-16
CSE0015792,Netease,2016-12-8
CSE0015793,Allianz,2021-4-25
CSE0015794,Itochu,2020-4-9
CSE0015795,Texaco,2023-11-11
CSE0015796,Bilibili,2019-3-17
CSE0015797,Cardinal Health,2017-8-31
CSE0015798,J.C. Penney,2020-10-27
CSE0015799,Netease,2022-4-17
CSE0015800,MiHoYo,2018-12-1
CSE0015801,U.S. Postal Service,2023-5-1
CSE0015802,Samsung,2017-4-1
CSE0015803,Dell Computer,2024-11-23
CSE0015804,Netease,2016-4-13
CSE0015805,Home Depot,2021-9-30
CSE0015806,France Tижlижcom,2022-3-26
CSE0015807,Enron,2018-8-22
CSE0015808,Electricite De France,2021-1-14
CSE0015809,Matsushita Electric Industrial,2022-6-27
CSE0015810,Sina,2021-12-26
CSE0015811,Huawei,2016-3-20
CSE0015812,Kroger,2019-1-12
CSE0015813,Compaq Computer,2020-6-23
CSE0015814,Boeing,2016-1-11
CSE0015815,Nissan Motor,2018-6-23
CSE0015816,Metro,2025-1-25
CSE0015817,AT&T,2021-4-5
CSE0015818,DaimlerChrysler,2017-3-16
CSE0015819,PDVSA,2020-10-5
CSE0015820,BP,2022-11-6
CSE0015821,UBS,2019-1-19
CSE0015822,Sumitomo,2023-2-19
CSE0015823,Repsol YPF,2018-9-23
CSE0015824,Alcatel,2018-11-27
CSE0015825,Volkswagen,2018-10-25
CSE0015826,SBC Communications,2021-2-17
CSE0015827,Hewlett-Packard,2016-2-10
CSE0015828,Tesco,2021-11-20
CSE0015829,Credit Suisse,2022-5-19
CSE0015830,Dell Computer,2022-2-14
CSE0015831,Target,2022-3-22
CSE0015832,Matsushita Electric Industrial,2020-3-1
CSE0015833,Sumitomo Life Insurance,2021-1-3
CSE0015834,WorldCom,2017-8-20
CSE0015835,China Electronics Technology Group Corporation,2019-9-4
CSE0015836,Intel,2018-3-27
CSE0015837,MiHoYo,2016-12-25
CSE0015838,Costco Wholesale,2025-3-21
CSE0015839,TIAA-CREF,2024-2-20
CSE0015840,SK,2021-7-11
CSE0015841,DaimlerChrysler,2024-12-9
CSE0015842,SK,2020-7-8
CSE0015843,L.M. Ericsson,2021-8-17
CSE0015844,Robert Bosch,2016-9-20
CSE0015845,Dai-ichi Mutual Life Insurance,2017-7-19
CSE0015846,Seng Fung,2016-5-6
CSE0015847,Hang Seng Bank Limited,2020-1-5
CSE0015848,Fannie Mae,2021-11-7
CSE0015849,Tencent,2022-1-3
CSE0015850,Mitsubishi Motors,2017-7-30
CSE0015851,Dai-ichi Mutual Life Insurance,2017-11-21
CSE0015852,Duke Energy,2023-5-2
CSE0015853,Fujitsu,2019-1-14
CSE0015854,Morgan Stanley Dean Witter,2024-9-7
CSE0015855,Berkshire Hathaway,2019-10-17
CSE0015856,Lucent Technologies,2018-5-26
CSE0015857,Nippon Life Insurance,2019-9-26
CSE0015858,Nippon Life Insurance,2024-1-10
CSE0015859,Mitsubishi,2023-3-17
CSE0015860,Industrial and Commercial Bank of China,2024-4-16
CSE0015861,Metro,2017-2-12
CSE0015862,BT,2018-2-28
CSE0015863,SK,2025-1-28
CSE0015864,Royal Dutch-Shell Group,2023-1-12
CSE0015865,Huawei,2019-3-25
CSE0015866,Fannie Mae,2024-7-1
CSE0015867,Alibaba,2016-8-23
CSE0015868,Cardinal Health,2020-11-26
CSE0015869,AXA,2016-1-5
CSE0015870,General Motors,2021-5-6
CSE0015871,Procter & Gamble,2021-5-31
CSE0015872,Meituan,2022-5-23
CSE0015873,Tokyo Electric Power,2018-11-8
CSE0015874,Sony,2021-12-15
CSE0015875,BNP Paribas,2019-7-13
CSE0015876,Hang Seng Bank Limited,2016-12-5
CSE0015877,Crижdit Agricole,2024-1-7
CSE0015878,ABN AMRO Holding,2024-7-7
CSE0015879,Dai-ichi Mutual Life Insurance,2023-7-10
CSE0015880,Duke Energy,2018-7-7
CSE0015881,Fiat,2018-7-29
CSE0015882,Agricultural Bank of China,2020-2-25
CSE0015883,Carrefour,2020-8-20
CSE0015884,Siemens,2024-4-11
CSE0015885,Tesco,2021-1-25
CSE0015886,Baidu,2018-8-6
CSE0015887,Zurich Financial Services,2022-1-11
CSE0015888,Foxconn,2023-12-13
CSE0015889,Target,2024-8-16
CSE0015890,Robert Bosch,2019-3-2
CSE0015891,Kmart,2021-8-20
CSE0015892,McKesson HBOC,2016-1-16
CSE0015893,Rwe Group,2023-4-17
CSE0015894,General Electric,2022-7-14
CSE0015895,Hyundai,2017-5-21
CSE0015896,Foxconn,2021-10-31
CSE0015897,Merck,2016-3-29
CSE0015898,BP,2020-4-14
CSE0015899,Toyota Motor,2019-9-18
CSE0015900,Duke Energy,2021-3-31
CSE0015901,Repsol YPF,2022-5-1
CSE0015902,Pinduoduo,2020-10-2
CSE0015903,Hang Seng Bank Limited,2023-3-18
CSE0015904,General Motors,2024-12-1
CSE0015905,Baidu,2021-10-28
CSE0015906,HypoVereinsbank,2018-8-17
CSE0015907,Nissho Iwai,2024-11-19
CSE0015908,Dai-ichi Mutual Life Insurance,2018-11-23
CSE0015909,Conoco,2019-3-5
CSE0015910,Ping An Insurance (Group) Company Of China,2021-8-4
CSE0015911,Chengdu AIG,2022-3-22
CSE0015912,Intl. Business Machines,2017-3-29
CSE0015913,Carrefour,2019-5-27
CSE0015914,Procter & Gamble,2024-7-12
CSE0015915,BT,2016-12-9
CSE0015916,Intl. Business Machines,2025-1-27
CSE0015917,Assicurazioni Generali,2017-1-10
CSE0015918,Industrial and Commercial Bank of China,2017-7-14
CSE0015919,Unilever,2016-1-10
CSE0015920,Sina,2023-3-30
CSE0015921,Renault,2016-2-15
CSE0015922,Rwe Group,2020-4-27
CSE0015923,HSBC Holdings,2020-12-28
CSE0015924,Johnson & Johnson,2018-9-11
CSE0015925,L.M. Ericsson,2025-3-21
CSE0015926,Wal-Mart Stores,2022-9-22
CSE0015927,WorldCom,2022-12-5
CSE0015928,Samsung Electronics,2022-4-23
CSE0015929,Siemens,2019-6-17
CSE0015930,Royal Philips Electronics,2024-6-12
CSE0015931,Mizuho Holdings,2019-8-19
CSE0015932,Merck,2023-5-3
CSE0015933,State Power Corporation,2022-6-22
CSE0015934,Nissan Motor,2019-1-12
CSE0015935,SK,2020-1-31
CSE0015936,Suez,2018-9-21
CSE0015937,ENI,2016-7-13
CSE0015938,Tokyo Electric Power,2022-4-24
CSE0015939,Mitsui,2020-9-4
CSE0015940,Bank Of China,2021-11-6
CSE0015941,Fortis,2017-3-19
CSE0015942,CHOW TAI FOOK,2019-12-14
CSE0015943,Sears Roebuck,2017-5-24
CSE0015944,Nippon Telegraph & Telephone,2020-6-11
CSE0015945,Philip Morris,2019-7-22
CSE0015946,Safeway,2024-2-22
CSE0015947,Pfizer,2021-4-18
CSE0015948,NEC,2020-9-1
CSE0015949,Texaco,2023-6-24
CSE0015950,China North Industries Group Corporation,2019-1-18
CSE0015951,Nortel Networks,2019-1-30
CSE0015952,Fortis,2020-2-25
CSE0015953,Alcatel,2025-3-14
CSE0015954,Allstate,2018-6-26
CSE0015955,E. ON,2020-6-21
CSE0015956,Alcatel,2021-9-7
CSE0015957,Royal Bank of Scotland,2025-3-8
CSE0015958,CHOW TAI FOOK,2024-3-12
CSE0015959,Nestlиж,2023-1-10
CSE0015960,Mitsui,2018-10-23
CSE0015961,U.S. Postal Service,2022-8-23
CSE0015962,Repsol YPF,2016-1-19
CSE0015963,Carrefour,2022-3-18
CSE0015964,Sony,2020-2-27
CSE0015965,State Power Corporation,2021-3-1
CSE0015966,Toyota Motor,2018-7-19
CSE0015967,Industrial and Commercial Bank of China,2024-12-5
CSE0015968,Santander Central Hispano Group,2021-6-11
CSE0015969,BMW,2021-12-2
CSE0015970,Electricite De France,2023-7-30
CSE0015971,Fannie Mae,2021-10-28
CSE0015972,Zurich Financial Services,2024-6-26
CSE0015973,Alibaba,2017-8-31
CSE0015974,ABN AMRO Holding,2019-5-9
CSE0015975,Repsol YPF,2024-4-5
CSE0015976,Metro,2021-5-28
CSE0015977,Chevron,2016-2-22
CSE0015978,Boeing,2019-10-9
CSE0015979,Hang Seng Bank Limited,2024-8-25
CSE0015980,Renault,2021-12-15
CSE0015981,Agricultural Bank of China,2016-10-21
CSE0015982,Conoco,2018-8-21
CSE0015983,Tesco,2020-3-21
CSE0015984,Baidu,2018-7-20
CSE0015985,Procter & Gamble,2023-1-4
CSE0015986,Royal Dutch-Shell Group,2016-8-30
CSE0015987,Meituan,2025-3-1
CSE0015988,Enron,2017-4-13
CSE0015989,Matsushita Electric Industrial,2018-2-13
CSE0015990,Nissan Motor,2024-10-25
CSE0015991,Tokyo Electric Power,2022-10-1
CSE0015992,Meituan,2019-9-8
CSE0015993,China Merchants Bank,2023-12-10
CSE0015994,Assicurazioni Generali,2020-10-26
CSE0015995,Tokyo Electric Power,2020-12-31
CSE0015996,Deutsche Telekom,2023-9-9
CSE0015997,Unilever,2021-6-14
CSE0015998,AXA,2016-10-30
CSE0015999,China Electronics Technology Group Corporation,2023-2-23
CSE0016000,Texaco,2016-6-12
CSE0016001,Texaco,2017-1-26
CSE0016002,Costco Wholesale,2019-4-18
CSE0016003,E. ON,2025-2-17
CSE0016004,Agricultural Bank of China,2024-8-30
CSE0016005,Chengdu AIG,2016-12-8
CSE0016006,Reliant Energy,2021-1-12
CSE0016007,Dai-ichi Mutual Life Insurance,2019-2-11
CSE0016008,Fujitsu,2016-8-15
CSE0016009,Chevron,2023-1-13
CSE0016010,Fannie Mae,2017-10-10
CSE0016011,Ing Group,2021-1-31
CSE0016012,Nissan Motor,2018-4-1
CSE0016013,Sumitomo Life Insurance,2016-5-15
CSE0016014,Compaq Computer,2018-1-2
CSE0016015,L.M. Ericsson,2024-6-14
CSE0016016,Fortis,2022-4-19
CSE0016017,Mitsubishi Motors,2020-8-3
CSE0016018,Peugeot,2017-12-18
CSE0016019,Cardinal Health,2023-8-28
CSE0016020,Target,2020-12-8
CSE0016021,Fujitsu,2024-7-13
CSE0016022,AT&T,2018-9-9
CSE0016023,HypoVereinsbank,2020-10-22
CSE0016024,Philip Morris,2016-3-31
CSE0016025,Deutsche Bank,2020-3-15
CSE0016026,Dell Computer,2018-8-22
CSE0016027,State Farm Insurance Cos.,2017-1-1
CSE0016028,Ping An Insurance (Group) Company Of China,2022-12-25
CSE0016029,SBC Communications,2016-2-19
CSE0016030,Kmart,2017-11-6
CSE0016031,Royal Bank of Scotland,2016-7-12
CSE0016032,TIAA-CREF,2021-5-13
CSE0016033,BNP Paribas,2023-11-4
CSE0016034,Target,2016-8-16
CSE0016035,Sony,2023-8-25
CSE0016036,Mizuho Holdings,2017-10-17
CSE0016037,China Merchants Bank,2023-5-10
CSE0016038,MiHoYo,2019-2-16
CSE0016039,Royal Bank of Scotland,2017-2-21
CSE0016040,State Power Corporation,2024-3-30
CSE0016041,Dai-ichi Mutual Life Insurance,2020-6-23
CSE0016042,Renault,2021-11-14
CSE0016043,American International Group,2016-9-20
CSE0016044,Seng Fung,2024-10-7
CSE0016045,Motorola,2018-8-16
CSE0016046,Fannie Mae,2019-5-8
CSE0016047,Mitsui,2020-12-9
CSE0016048,Exxon Mobil,2016-4-24
CSE0016049,Morgan Stanley Dean Witter,2023-3-26
CSE0016050,Industrial and Commercial Bank of China,2021-8-31
CSE0016051,Reliant Energy,2019-5-6
CSE0016052,AT&T,2024-10-29
CSE0016053,Xiaomi,2023-10-27
CSE0016054,Baidu,2025-1-12
CSE0016055,Deutsche Post,2025-3-1
CSE0016056,J.P. Morgan Chase,2023-3-24
CSE0016057,France Tижlижcom,2024-12-7
CSE0016058,State Farm Insurance Cos.,2021-4-21
CSE0016059,Suez,2024-1-8
CSE0016060,Chevron,2024-9-7
CSE0016061,Hyundai,2024-3-18
CSE0016062,Merck,2018-8-20
CSE0016063,Exxon Mobil,2020-9-17
CSE0016064,Fiat,2022-1-15
CSE0016065,Delphi Automotive Systems,2023-5-19
CSE0016066,Pfizer,2023-7-23
CSE0016067,Target,2020-5-8
CSE0016068,Royal Dutch-Shell Group,2019-12-8
CSE0016069,Verizon Communications,2023-8-23
CSE0016070,Robert Bosch,2019-4-11
CSE0016071,Nissan Motor,2024-5-16
CSE0016072,Wal-Mart Stores,2019-10-30
CSE0016073,ABN AMRO Holding,2017-1-24
CSE0016074,U.S. Postal Service,2019-10-4
CSE0016075,Unilever,2020-2-23
CSE0016076,Tesco,2018-5-3
CSE0016077,ENI,2024-2-26
CSE0016078,Ingram Micro,2020-5-30
CSE0016079,BP,2021-10-6
CSE0016080,Thyssen Krupp,2023-9-8
CSE0016081,Delphi Automotive Systems,2020-3-19
CSE0016082,Tokyo Electric Power,2019-8-5
CSE0016083,Meiji Life Insurance,2024-10-20
CSE0016084,Industrial and Commercial Bank of China,2020-6-29
CSE0016085,HypoVereinsbank,2016-10-29
CSE0016086,Pemex,2018-3-19
CSE0016087,Chengdu AIG,2016-2-26
CSE0016088,BT,2018-2-8
CSE0016089,Mitsubishi Electric,2018-6-14
CSE0016090,Intl. Business Machines,2016-7-18
CSE0016091,CHOW TAI FOOK,2021-9-22
CSE0016092,Merrill Lynch,2022-9-5
CSE0016093,Delphi Automotive Systems,2021-2-25
CSE0016094,UBS,2019-5-25
CSE0016095,Safeway,2022-9-9
CSE0016096,Credit Suisse,2022-2-1
CSE0016097,Samsung,2021-9-16
CSE0016098,Bank of America Corp.,2022-12-18
CSE0016099,USX,2021-9-16
CSE0016100,Future Bright Group,2019-10-1
CSE0016101,Sinopec,2019-2-6
CSE0016102,Taiwan Semiconductor Manufacturing Company,2019-6-6
CSE0016103,BP,2024-10-1
CSE0016104,Sears Roebuck,2020-10-17
CSE0016105,TIAA-CREF,2024-5-27
CSE0016106,Johnson & Johnson,2020-6-21
CSE0016107,BMW,2023-1-8
CSE0016108,Sears Roebuck,2021-11-9
CSE0016109,Seng Fung,2022-8-9
CSE0016110,Intl. Business Machines,2022-11-17
CSE0016111,Seng Fung,2024-9-22
CSE0016112,Royal Bank of Scotland,2017-1-9
CSE0016113,Pfizer,2023-4-29
CSE0016114,Toyota Motor,2018-6-22
CSE0016115,E.I. du Pont de Nemours,2021-12-6
CSE0016116,China North Industries Group Corporation,2022-9-21
CSE0016117,Sumitomo,2016-6-20
CSE0016118,Assicurazioni Generali,2017-7-2
CSE0016119,Huawei,2018-8-11
CSE0016120,Fiat,2018-1-16
CSE0016121,Procter & Gamble,2019-6-6
CSE0016122,Sumitomo Life Insurance,2018-7-3
CSE0016123,MiHoYo,2020-1-15
CSE0016124,Pemex,2023-3-8
CSE0016125,Citigroup,2022-10-16
CSE0016126,Unilever,2016-10-28
CSE0016127,Prudential,2022-3-16
CSE0016128,Bank of America Corp.,2020-3-12
CSE0016129,TIAA-CREF,2018-5-14
CSE0016130,State Farm Insurance Cos.,2022-2-24
CSE0016131,Bank of America Corp.,2021-6-21
CSE0016132,Robert Bosch,2022-6-15
CSE0016133,Ingram Micro,2017-6-16
CSE0016134,CGNU,2021-12-4
CSE0016135,State Power Corporation,2020-5-18
CSE0016136,Exxon Mobil,2019-12-26
CSE0016137,Foxconn,2023-4-25
CSE0016138,Itochu,2021-11-2
CSE0016139,Munich Re Group,2019-10-19
CSE0016140,Morgan Stanley Dean Witter,2022-8-7
CSE0016141,E.I. du Pont de Nemours,2020-11-10
CSE0016142,Sumitomo,2022-1-21
CSE0016143,SBC Communications,2018-9-20
CSE0016144,Allstate,2016-5-7
CSE0016145,Kroger,2021-10-15
CSE0016146,Electricite De France,2016-7-26
CSE0016147,Netease,2017-5-15
CSE0016148,Deutsche Post,2024-1-7
CSE0016149,Pinduoduo,2024-8-14
CSE0016150,Sumitomo,2020-2-20
CSE0016151,United Parcel Service,2021-12-24
CSE0016152,CHOW TAI FOOK,2023-3-21
CSE0016153,MiHoYo,2020-9-23
CSE0016154,Kroger,2019-6-5
CSE0016155,Renault,2020-2-12
CSE0016156,Sony,2024-3-27
CSE0016157,Deutsche Post,2017-9-22
CSE0016158,Enron,2018-9-13
CSE0016159,Matsushita Electric Industrial,2023-7-22
CSE0016160,Industrial and Commercial Bank of China,2020-5-16
CSE0016161,Bank of America Corp.,2018-11-26
CSE0016162,L.M. Ericsson,2018-3-27
CSE0016163,Munich Re Group,2022-9-20
CSE0016164,Lucent Technologies,2022-5-18
CSE0016165,Electricite De France,2022-7-29
CSE0016166,China North Industries Group Corporation,2023-8-7
CSE0016167,E. ON,2016-7-4
CSE0016168,Mitsui,2017-7-7
CSE0016169,Albertson's,2023-2-21
CSE0016170,American International Group,2016-12-30
CSE0016171,Ford Motor,2022-9-8
CSE0016172,Fortis,2018-10-2
CSE0016173,Nippon Telegraph & Telephone,2023-5-26
CSE0016174,Volkswagen,2022-10-18
CSE0016175,BT,2021-8-13
CSE0016176,BNP Paribas,2022-7-11
CSE0016177,AT&T,2016-4-13
CSE0016178,Deutsche Bank,2023-10-31
CSE0016179,AXA,2019-3-27
CSE0016180,Seng Fung,2018-8-27
CSE0016181,Enron,2025-1-21
CSE0016182,China Construction Bank,2020-1-5
CSE0016183,Seng Fung,2024-2-9
CSE0016184,Mitsubishi Electric,2016-4-28
CSE0016185,Huawei,2023-2-28
CSE0016186,Munich Re Group,2022-11-3
CSE0016187,Bank Of China,2021-7-5
CSE0016188,Pfizer,2021-8-10
CSE0016189,Royal Bank of Scotland,2022-5-24
CSE0016190,BMW,2016-7-24
CSE0016191,China Petroleum,2019-11-16
CSE0016192,TIAA-CREF,2018-11-28
CSE0016193,Netease,2016-6-23
CSE0016194,MetLife,2016-9-25
CSE0016195,ABN AMRO Holding,2024-10-1
CSE0016196,Intel,2024-9-1
CSE0016197,Tencent,2016-4-24
CSE0016198,Intl. Business Machines,2023-4-25
CSE0016199,France Tижlижcom,2023-3-1
CSE0016200,France Tижlижcom,2023-5-5
CSE0016201,WorldCom,2021-7-6
CSE0016202,Nissho Iwai,2019-12-3
CSE0016203,State Power Corporation,2024-8-6
CSE0016204,Dai-ichi Mutual Life Insurance,2023-8-24
CSE0016205,China Merchants Bank,2016-7-11
CSE0016206,Alibaba,2024-10-11
CSE0016207,Pemex,2018-12-12
CSE0016208,Rwe Group,2021-2-19
CSE0016209,AXA,2023-6-13
CSE0016210,SBC Communications,2024-11-2
CSE0016211,Merck,2016-8-26
CSE0016212,Samsung Electronics,2023-11-6
CSE0016213,BASF,2025-3-4
CSE0016214,Fannie Mae,2020-5-18
CSE0016215,Tencent,2017-3-27
CSE0016216,Royal Philips Electronics,2018-10-22
